clique	versions
12233	[110559, 122214, 102248]
9893	[110561, 121430, 147590, 300080, 85493]
11400	[110563, 156226, 269991, 294816, 305240, 225872, 207399, 209653, 210454, 102031]
4476	[110566, 261308, 236371]
26147	[110574, 119565, 268865, 291069, 217687, 193470]
5979	[110585, 282253]
37313	[110587, 166895, 58487]
25392	[110595, 113943, 138363, 277651, 300854, 64956, 103754]
28618	[110602, 173139, 280644, 296688]
21354	[110619, 263325]
13019	[110621, 111076]
9692	[110632, 128709, 142465, 186200, 151960, 306193, 325181, 219366, 199879, 257206]
12728	[110633, 136449]
5773	[110635, 111225, 273227, 83840, 202316, 66690]
5334	[110636, 67765]
15117	[110642, 276684, 267750, 334766, 215581, 253318]
37919	[110643, 114946, 142681, 317882, 335646, 221939, 90191, 69138, 70913]
14362	[110646, 141033, 291626]
9102	[110648, 114549, 117271, 125611, 246916]
16777	[110658, 58728]
22654	[110659, 111663, 125972, 134008, 134495, 171283, 273732, 282252, 303368, 319038, 320581, 334143, 237014, 237052, 192215]
25406	[110660, 259852, 283383, 303036, 320434, 77655, 233703, 235170, 207998]
40346	[110666, 121910, 154900, 264639, 266533, 288804, 302465, 321092, 236927, 91411, 72397, 73740]
34638	[110676, 305874, 237054]
15227	[110681, 87612]
4358	[110682, 136367, 145603, 161171, 271305, 305404, 329532]
8565	[110683, 123153, 277626, 272362, 79103]
6256	[110685, 298130]
8949	[110686, 143910, 317178, 317944, 189613, 237596, 223508, 235271, 90535]
7038	[110689, 70449, 277593, 331011, 233791]
36888	[110692, 176737, 155125, 278751, 268875, 288133, 328052, 209033, 252337]
36131	[110697, 117450, 262651, 301984, 238624, 70806]
11701	[110698, 147715, 285203, 333228, 101313]
30149	[110699, 69024]
24236	[110703, 113437, 142626, 317639, 237053, 243828, 210399, 251977, 257072]
21534	[110706, 195677]
8767	[110708, 99064]
31350	[110709, 168830]
28658	[110711, 178234, 164341, 287032]
19759	[110712, 121216, 298161, 256933, 67046, 101506]
7393	[110714, 188678, 248742, 68147]
24103	[110716, 116923, 128051, 140498, 151038, 155665, 157464, 315811, 216630, 240974, 211890]
12325	[110717, 145217, 145927, 273235, 305687, 188663]
29139	[110722, 125571, 141421, 148469, 175170, 270741, 189752, 228777, 254595]
2986	[110729, 153983, 322775, 216240, 230095]
24352	[110738, 77644]
25107	[110741, 174807, 176401, 187578, 156392, 293023, 305059, 238230, 232567, 245610, 201886, 95516]
29808	[110742, 327320, 328939, 335737, 224017, 210452, 255810]
19829	[110745, 323697]
1649	[110747, 181918, 299022]
16102	[110749, 188436, 250685, 94677]
31797	[110751, 279997, 330683]
6902	[110753, 142231, 170665, 172979, 326664, 78169, 192859]
20771	[110754, 126942]
2153	[110760, 115460, 185711, 164949]
37619	[110774, 160437, 167538]
31008	[110777, 315708, 226889]
25864	[110778, 318992]
10774	[110790, 141362, 159771, 223533]
30028	[110792, 111487, 177782]
41576	[110797, 117851, 130848]
23542	[110799, 114573, 173503, 188545, 281021, 288929, 92410, 98236, 103192]
14856	[110801, 116682, 161655, 327788, 311881]
12144	[110802, 68341]
20183	[110806, 164435]
12614	[110810, 70981]
11647	[110821, 158170, 289928, 322190, 308599]
9137	[110827, 135167, 268519, 228010, 252697, 72654]
18800	[110828, 123755, 172304, 280157, 313939, 87101, 223791, 254800]
33417	[110829, 262025, 263448]
31493	[110845, 113755, 138097, 182189, 315911, 247277]
450	[110846, 92370]
29246	[110854, 139787]
35631	[110860, 227777, 252969]
6010	[110874, 117821, 118703, 300979, 315493, 316749, 303127, 307044, 222888]
27302	[110875, 244034]
1671	[110879, 166419, 270645, 318910, 86995, 199632, 214454, 58091]
11712	[110881, 124512, 181262, 187251, 262779, 326293, 229645, 196609, 89314, 71141]
10536	[110885, 179285]
2882	[110888, 188184, 269455, 299264, 245833, 195903, 90182]
38542	[110898, 282097, 317647, 308349]
24079	[110902, 126761, 150546, 171388, 173832, 177098, 180622, 180938, 152636, 156363, 161758, 264371, 303182, 305394, 331844, 84137, 221779, 209008, 210352, 75838]
31849	[110903, 56671, 251087]
37707	[110904, 172326, 224606, 227793]
20561	[110907, 136589, 138009, 322137, 75935]
9383	[110909, 112723]
23816	[110911, 323049, 325175, 194192, 67812]
17996	[110913, 129289, 168970, 290660, 335489, 211686]
27613	[110918, 257553, 71456]
17429	[110926, 130039, 294773, 307481]
39015	[110927, 224668]
21346	[110929, 89929]
36550	[110930, 143367, 83444]
37754	[110932, 267892, 282288, 328676]
26395	[110936, 302133, 323953, 327903, 83353, 218703, 197952, 207370, 208485, 73321]
21150	[110939, 122955]
28553	[110942, 152887, 295203, 240256, 198920, 65965]
31573	[110944, 119376, 125987, 145173, 168194, 171010, 177818, 177888, 163425, 262039, 285947, 299984, 290916, 321388, 78265, 238336, 220244, 221729, 231074, 244912, 245534, 246475, 100770, 73030]
41376	[110950, 221266, 255486]
13948	[110951, 263992]
8936	[110967, 148747, 87264, 219121, 65536]
9241	[110968, 145019]
28728	[110970, 112180, 323080, 240114, 231871, 235826]
5253	[110971, 160656, 226928, 209382, 252894, 73106, 74379]
33616	[110974, 285556]
35716	[110975, 122902, 126448, 182461, 155468, 292012]
27761	[110977, 127745, 176043, 182566, 264154, 214230, 253437]
40563	[110978, 117742, 149734, 217187, 219439, 59316, 95744]
1235	[110980, 162057, 213184]
1855	[110981, 131558, 279995, 280780, 208856]
35668	[110983, 156581, 276153]
19365	[110984, 113017, 163614, 335484, 87018, 237715, 227643]
27935	[110985, 176690, 94907]
1116	[110991, 130129, 170021, 264588, 216569, 193585, 89029]
33401	[110994, 114674, 136045, 292308]
41194	[110998, 116689, 257479, 276333, 73805]
6063	[111004, 67853]
23251	[111005, 264538]
34421	[111006, 260996, 216549]
12795	[111011, 67800]
12947	[111015, 191259]
28229	[111016, 142054, 178079, 277847]
23531	[111022, 136236]
20130	[111027, 302410]
10168	[111028, 166699, 283072, 288307]
13352	[111031, 173641, 319791, 217554, 207385, 93072, 102842]
10804	[111032, 313582, 189709, 230668, 100713, 76473]
15900	[111033, 117966, 305892, 214593, 88441]
26818	[111034, 86818]
3713	[111042, 148862]
36485	[111043, 288196, 303125]
237	[111056, 128758]
35422	[111057, 246178]
26214	[111058, 78490, 86384, 202812, 72961]
19088	[111061, 119259, 148075, 150956, 259948, 332634, 88265, 237556, 227658, 228194, 194729, 102569]
23178	[111064, 277188, 198967, 257412]
18302	[111067, 175844, 278732, 219853, 227748, 243908, 247802, 99558]
3976	[111068, 165683, 322129]
3829	[111074, 235927, 254761]
24826	[111082, 167732, 258696]
30380	[111087, 121775, 278467]
4728	[111095, 144295, 314361]
21507	[111102, 262795, 275210, 286644, 240123, 197137, 65596]
36744	[111107, 324508, 233534]
32444	[111108, 69959]
3689	[111111, 173990, 318581, 324030]
4669	[111123, 99605]
24375	[111124, 73097]
28836	[111125, 295932]
33589	[111135, 119744]
5872	[111136, 281701]
23643	[111140, 270896, 294881]
4247	[111145, 132490, 148423, 160095, 226277, 226733, 195558, 256259, 78706]
8176	[111150, 115571, 169697, 270734]
7737	[111156, 331704]
31247	[111163, 159329]
28334	[111165, 124845, 259545, 272510, 250016, 75310]
38798	[111170, 139169, 142443, 181819, 294243, 315540, 68595]
30734	[111172, 316729, 324611, 209766]
1631	[111174, 174002, 286919, 304622, 195845, 213475]
16874	[111176, 331288, 213836]
35215	[111181, 259984]
29301	[111183, 129640, 314294]
31986	[111188, 111542, 130902, 168836, 324101, 310961, 188805, 240294, 96679, 99537, 100698, 76118]
19075	[111190, 176205, 318728]
10685	[111196, 265838, 280795, 98347]
11106	[111197, 115576, 172794, 265846, 304777, 307089, 318632, 224916, 227792, 68381]
41243	[111202, 282098, 312627]
13126	[111203, 333295]
15810	[111209, 129626, 103286]
6991	[111218, 86064]
29475	[111219, 298640, 87534]
10169	[111223, 147412, 161360, 268956, 230476, 256372]
35293	[111228, 200072]
23548	[111229, 266787, 316081, 219008, 58673]
14725	[111231, 324700]
14619	[111244, 166457]
22309	[111246, 144742]
2903	[111247, 152054]
36956	[111251, 70137, 126691, 154740, 71814]
39184	[111260, 197789]
15827	[111265, 113236]
19179	[111266, 177617, 260337]
13906	[111268, 251627, 76365]
2444	[111276, 124773, 313008, 250256]
2588	[111288, 202740]
23691	[111291, 268923, 249820]
21197	[111292, 290074, 75787]
8266	[111298, 123940, 181493, 153184, 279963, 320899, 244183, 60442, 60890]
17905	[111305, 122474, 127833, 150544, 262008, 284897, 323103, 249119, 206648, 97692, 97802]
11996	[111306, 145256, 276021, 241550, 103330]
37102	[111311, 146952, 57150]
23973	[111314, 124410, 125373, 291946, 70927]
37601	[111322, 178577, 274549, 275216, 78476, 228657, 195237, 89994]
3624	[111324, 113891]
34524	[111327, 311355]
31353	[111336, 218022]
41520	[111338, 113876, 155519, 67509]
19554	[111339, 278867]
14179	[111340, 319549, 323980, 99155]
17202	[111341, 172600, 183337, 263434, 270972, 320057, 87620, 228475]
32318	[111342, 237543, 243353]
20159	[111344, 229768, 96441]
6817	[111346, 204089, 103452]
12232	[111366, 178935, 328239, 216025]
13648	[111368, 331608]
24356	[111376, 132378, 138202, 166968, 266393, 325663]
3655	[111386, 327777]
40210	[111391, 165929, 193710]
21895	[111393, 237912]
17543	[111397, 118245, 132474, 151785, 170472, 320825, 217534, 188650, 189267, 222190, 244970, 66853, 67110, 98220]
28846	[111398, 163345, 264404, 265184, 312849]
39453	[111401, 289296, 90371]
9918	[111403, 175734]
11989	[111406, 83105, 240515, 246845, 196639, 212919, 213779, 215709]
22576	[111407, 258413, 262197, 189085]
8901	[111409, 284526]
37448	[111416, 148454, 296955, 318030, 77976]
15671	[111424, 144909, 56437, 215982, 189505, 100133]
10157	[111425, 245262]
38432	[111431, 184289, 162728, 267949, 220546]
5720	[111438, 268323]
27773	[111439, 265531, 275523, 286295, 322533, 326465, 311217, 220349, 254279, 78864]
30475	[111443, 177376, 269687, 275507, 288391, 298321, 290348, 234639, 243497, 247005]
3849	[111445, 246794]
17356	[111447, 113023, 232563, 90510]
28239	[111450, 59004]
12150	[111452, 249069, 214898, 78843, 61261]
32041	[111455, 116446, 117797, 117802, 128203, 137729, 140440, 144561, 153822, 160684, 166686, 278726, 269580, 283723, 294494, 295830, 326435, 310875, 333507, 82953, 84111, 219589, 230383, 235167, 196485, 200105, 208559, 213357]
39188	[111456, 136912]
410	[111458, 165248, 94920, 73163]
41577	[111461, 139515, 303038, 242951]
32698	[111465, 177544]
2424	[111472, 114645, 145257, 169668, 175286, 160773, 87402, 233153, 247979, 198883, 57322, 97071, 102657]
38405	[111479, 113061, 144391, 84362, 94610]
24825	[111481, 158036, 250512, 60712, 95130]
25589	[111483, 177951, 167347, 288865, 97489]
36767	[111484, 117557, 129428, 149384, 185811, 158678, 161615, 220130, 205580]
40961	[111488, 176978, 202207]
22283	[111490, 262883, 334686]
24560	[111498, 152629, 257884, 199405]
16781	[111513, 57933, 93500]
28516	[111515, 183366]
36617	[111517, 266789]
25303	[111527, 191504]
17442	[111535, 83733, 219030]
2924	[111536, 119003, 261257, 273931, 315164, 189114, 195051]
14654	[111544, 116685, 125645, 135739, 143596, 148984, 184978, 151925, 158361, 158531, 162003, 270687, 280965, 330410, 56810, 218557, 221442, 229990, 235799, 89017, 73437]
32849	[111545, 121753, 217633, 92134]
31333	[111548, 217165]
19715	[111550, 327094, 58024]
26517	[111551, 179629, 282148, 328724, 197508]
37872	[111552, 124070, 289913]
26810	[111554, 280002, 290823, 328706, 74567]
16878	[111555, 171280, 266037]
2226	[111560, 119671]
21743	[111562, 258749, 78036]
39564	[111563, 133342, 267455, 216884, 89324]
5263	[111569, 239740]
5297	[111570, 281123, 74336]
28965	[111571, 158973, 268247, 298760, 318211, 56626, 243138, 65753]
34172	[111582, 83648, 97315]
7169	[111583, 174737, 185058]
22548	[111585, 220836]
32092	[111586, 295414, 309865, 89186, 74959]
15254	[111595, 298380, 95597, 100746, 71998]
27959	[111597, 239792]
21684	[111602, 116491, 159207, 263315, 269505, 254682]
34600	[111605, 161860, 324158, 195230]
574	[111607, 175469, 175543, 158870, 264420, 326020]
14446	[111613, 220284, 245809]
31370	[111622, 265899, 287974, 226515, 228219, 192555, 195635, 252021]
41126	[111627, 250424]
28980	[111628, 314487, 233523, 206492]
27186	[111630, 153647, 251190]
1735	[111632, 118088, 119021, 121567, 175677, 156666, 259347, 271413, 330876, 85177, 229172, 202063, 91031]
28532	[111637, 117968, 127132, 172001, 302613, 302648, 208099, 215001]
5152	[111638, 114587, 137865, 142728, 159782, 161380, 88056, 78665]
14617	[111639, 130071, 136963, 169652, 266136, 302603, 190321, 247918, 195687, 203209, 207062, 66687, 57418, 97526]
40747	[111648, 304042]
15294	[111651, 169501, 325466, 75002]
25025	[111653, 319780]
20635	[111656, 131953, 275973, 294239, 333043, 100530]
2112	[111661, 170947]
16537	[111666, 333929]
27468	[111675, 154131, 283230, 197734, 253000]
7029	[111678, 318116, 335339, 77013, 237383, 97601]
11168	[111679, 141757, 275044]
11879	[111680, 288262]
33370	[111684, 321977]
20794	[111686, 261577, 290497, 217920]
9267	[111694, 117607, 176055, 312651, 77771, 103606]
17661	[111697, 138914, 140309, 262785, 302898, 327361, 234546]
26548	[111702, 124043, 154438]
23864	[111706, 163131, 270506, 274719, 284864, 295358, 329468, 309689, 252620]
33474	[111716, 176825, 260959, 88675]
33549	[111720, 146692, 183609]
19442	[111722, 112137, 112335, 163863, 267218, 209839, 254579, 74849]
5952	[111728, 161925]
17887	[111730, 319140, 75974]
34060	[111731, 121826, 266940, 226895, 197363]
39011	[111739, 144421, 264971, 299614]
12020	[111742, 320559]
31007	[111748, 133843, 282894, 292491]
21239	[111750, 283423, 301810]
7223	[111751, 298947, 295851]
17319	[111752, 332292]
28609	[111756, 147518, 222869]
4049	[111765, 112952, 152617, 282497, 284332, 326536, 330446]
36858	[111766, 278495, 60122]
26646	[111771, 103970]
32881	[111772, 125560, 156744, 85784, 189303, 233848, 244938, 247035, 192969, 195802, 205658, 250806, 93338]
18907	[111779, 151358]
38327	[111781, 117359, 122637, 169837, 281640, 295034, 304746, 245992, 214217, 99173]
35979	[111785, 125970, 149042, 174849, 177209, 155921, 276718, 303561, 333471, 238257, 241039, 235464, 192275, 215162, 256012]
30314	[111786, 187880, 200556, 103342]
20754	[111787, 259817, 263815, 232098]
12828	[111794, 274494, 317724, 215711]
30492	[111800, 281070, 286210, 292780, 325757, 328347, 232090, 254537, 90024, 100233]
26696	[111804, 178884, 216400, 217487, 240737]
32557	[111806, 146226, 177245, 258948, 264146, 273727, 280912, 283801, 298404, 316162, 317332, 302092, 333724, 188685, 189192, 220093, 221193, 245479, 212085, 252801, 99593]
21921	[111809, 82866, 69115]
39634	[111812, 122389, 237304, 195815, 214706, 97073]
28843	[111814, 124450]
37632	[111816, 247904, 96371, 98786]
33583	[111821, 167974, 156894, 264104, 225393]
39885	[111822, 132669, 310130]
10013	[111829, 251919]
41572	[111830, 188305, 309278, 207156, 210908, 98548]
17795	[111831, 135007, 152272, 237514, 206413, 96670]
24812	[111832, 119660, 231177, 75006]
9818	[111852, 268417]
2712	[111862, 310150, 195136]
32099	[111865, 258534, 207262]
11270	[111869, 83737, 208311]
28116	[111871, 118862, 145592, 160574, 268172, 298301, 215994, 236831, 194310, 75765]
19771	[111884, 101032]
2254	[111898, 116524]
24471	[111905, 167973, 95375]
24058	[111906, 122245]
24501	[111907, 225310]
31237	[111910, 144489, 145820, 156429, 274043, 316157, 309478, 55445, 57237]
29263	[111913, 156149, 321268]
20436	[111917, 180562, 183314, 188549, 152666, 273801, 280047, 281714, 287915, 313906, 325254, 238806, 233626, 245256]
2872	[111923, 151721, 177440, 261499]
5880	[111925, 320424, 230621, 250890, 99883, 101540]
21927	[111933, 168556]
29468	[111936, 278209]
19362	[111937, 301885]
36689	[111941, 168827, 271503, 219729, 199945, 101998]
22150	[111942, 131250, 149403, 300416]
36912	[111945, 225771]
22199	[111947, 176029, 273071, 294964, 319869]
21987	[111949, 119462, 170499, 179141, 285689, 290488, 318360, 237959, 243983, 244356, 202486, 214590, 70896]
34254	[111953, 315173, 303490, 233640]
2268	[111956, 230576]
17332	[111958, 93636]
25214	[111959, 173511, 176956, 181624, 182120]
10622	[111960, 178567, 334210, 216942]
6585	[111966, 70567, 181221, 185100, 266208, 93443, 74937]
3127	[111967, 116401, 160767, 289758, 311519]
22287	[111969, 272411, 318245]
38247	[111970, 238226, 228605]
38630	[111971, 155402, 304613]
8098	[111972, 326402, 222794]
14347	[111974, 119888, 331580]
32189	[111976, 216535, 246693, 207096, 76514]
36424	[111979, 207264, 88932]
36991	[111993, 119062, 144666, 165758, 298438, 242903, 199020, 98212]
40561	[111996, 153002, 296982, 313272, 316532, 85675, 223962, 244841, 88884, 95348, 97030]
41324	[112007, 304608]
9969	[112008, 116888, 124016, 160996, 274184, 294326, 296080, 216093, 196073, 196271, 248868, 58625, 96629, 97186, 99356]
247	[112011, 124437]
39947	[112016, 210395]
22718	[112018, 155493, 277226]
18888	[112022, 330456]
19143	[112028, 189602, 232025, 208520]
3470	[112032, 78194, 243061, 201210]
26110	[112033, 121356, 183283, 298174, 241065, 229424]
30095	[112034, 123214, 125242, 136840, 154253, 154460, 263617, 294680, 326488, 76980, 239536, 220973, 230042, 245690, 199953, 208793, 253997, 68664, 95562]
8644	[112035, 204967, 211155, 65568]
40200	[112039, 115163, 69759, 125004, 290174, 209361, 212423, 255686]
5828	[112041, 320787, 213491]
36455	[112049, 137038]
3932	[112056, 184417, 262015, 313181, 217603, 214852]
24121	[112057, 175445, 266560]
11642	[112058, 126068, 97916]
30482	[112060, 166803, 313853]
19938	[112062, 184566, 201782, 100002]
9071	[112063, 315266]
17016	[112064, 117531, 186753, 285087, 324809, 331015, 243881, 196907, 201357, 210818, 59857, 96841, 101923]
8515	[112065, 120856]
22544	[112071, 167302, 97247]
39342	[112077, 278194, 284831, 58751]
9592	[112085, 188287]
20184	[112087, 69943, 167893, 169130, 313336, 328990, 311779, 332710, 87735, 241081, 231766]
5815	[112088, 277107]
14408	[112091, 128546, 130089, 142109, 187587, 275688, 284596, 289279, 313967, 326469, 236487, 207643, 255803]
8612	[112094, 119365, 273373, 86246, 218235]
30175	[112099, 169656, 175851]
22802	[112100, 169347, 298428, 318834, 326307, 103941, 71983]
15353	[112108, 253070]
14157	[112111, 202911]
28844	[112114, 141891, 187596, 292598, 315383, 306317, 233235, 234018]
32430	[112121, 103536]
20226	[112125, 117934, 146958, 317620, 317803, 323345, 326524, 217070, 198634]
3022	[112126, 166097, 274324, 232887]
16779	[112130, 245645, 75269]
18396	[112132, 184140, 238597, 100089]
25575	[112138, 114184, 115614]
21555	[112141, 116769]
31892	[112146, 123339, 142839, 174698, 184175, 154174, 310254, 256019]
11311	[112147, 158821, 160401, 84703]
27150	[112148, 117204, 131047, 162271, 225673]
27880	[112154, 223022]
8621	[112159, 133303, 153609]
10318	[112163, 184700, 187984, 239452]
14487	[112164, 127815]
616	[112165, 193907]
28154	[112166, 268515, 274643, 298926, 318289, 324718, 218977]
9345	[112167, 278996]
14530	[112175, 160901, 265499, 88599]
24606	[112177, 168438, 160837, 82840, 218565, 239105, 221002]
13506	[112183, 283370, 83341]
17359	[112187, 232226]
28458	[112199, 155641]
20415	[112206, 318902, 231473]
36107	[112209, 144341]
17272	[112212, 207173]
2727	[112213, 84287, 219983]
13222	[112217, 117331, 126325, 128002, 303108, 327206, 77825, 223395, 229981, 235326, 248146, 206044, 253496]
27553	[112218, 96240]
40113	[112219, 99754]
24856	[112225, 123556, 124409, 145063, 155126, 263225, 244919, 249976, 250921, 65227, 66459]
27686	[112231, 297536]
28489	[112233, 123320, 124408, 141197, 142586, 171470, 154769, 266267, 300915, 296234, 302749, 309588, 77523, 229116, 206343, 251462, 252808, 74074]
14532	[112236, 150077, 177473, 185886, 275501, 295871, 324037, 331048, 307729, 83290, 226318, 191818, 193003, 200385, 256667]
15392	[112238, 218887]
31719	[112241, 171149, 173964, 258852, 281668, 288981, 320587, 246779, 249771]
14853	[112245, 247744]
9263	[112252, 130047, 134995, 287951, 330899, 241145, 90658, 65824, 61094]
27220	[112254, 124081, 224303]
3238	[112258, 192169, 203162, 204250, 254153]
10290	[112262, 318761, 327759, 226388, 93696]
21280	[112264, 233825]
1929	[112273, 276463]
32093	[112275, 195531]
28751	[112279, 159286, 276740, 327710]
30120	[112281, 259819, 324507]
36195	[112286, 237595]
37198	[112292, 114616, 277697]
25561	[112293, 235925]
7111	[112295, 269482]
387	[112296, 173226, 181869, 301488]
38935	[112297, 85092]
36709	[112298, 137931]
5488	[112309, 328729]
41446	[112312, 168979, 67761]
15823	[112313, 126309]
767	[112314, 199823]
7499	[112316, 184866, 152233, 261378, 316507, 326788, 234094, 202928]
10511	[112317, 115560, 116668, 180171, 324333, 248578]
18787	[112322, 128755, 128772, 142186, 171989, 158805, 167083, 269226, 286854, 291391, 314865, 317213, 319170, 331729, 194110, 196461, 210235, 210359, 257284, 89686]
22109	[112323, 315588]
30870	[112327, 319924]
2406	[112329, 323919, 326560, 241844, 69081]
32294	[112348, 173849, 238961, 196054]
39573	[112353, 95273, 73857]
8805	[112354, 145965, 259536, 325571, 201912, 60558]
29907	[112355, 135148]
35474	[112356, 167647]
35259	[112361, 117123, 263522]
6417	[112364, 259174, 316343, 324423, 85598, 239562, 201155]
11242	[112365, 143289, 182654]
754	[112366, 332098]
10444	[112367, 119454, 120849, 101922]
23610	[112368, 130103, 130113, 144850, 158854, 335681, 208238]
20088	[112369, 221263]
682	[112370, 121449, 247903]
9224	[112371, 257791, 247533]
3538	[112372, 202074]
19078	[112375, 129320, 134591, 264207, 315015, 319440, 84088, 218770, 242562, 226329, 249615]
10807	[112378, 116806, 121952, 141190, 151152, 224728]
4890	[112381, 165167]
28375	[112391, 132081, 58944]
7320	[112399, 124753, 131789, 132528, 137217, 175109, 154312, 259601, 279030, 272679, 279940, 317439, 219469, 253381, 91140, 64894, 69429]
22262	[112404, 118170, 121172, 194664, 214141]
17527	[112407, 225662, 226593, 204933]
25317	[112409, 183265]
12099	[112411, 126174, 138208, 295052, 324243, 324303, 194537]
4788	[112412, 132839, 318809, 235334]
13505	[112416, 113459, 131539, 281650, 290690, 335084, 203373, 211089]
26663	[112419, 113594, 320596]
38388	[112425, 123743, 124255, 235901]
4800	[112426, 179260, 323623, 87517, 221383, 255629]
7669	[112428, 268184]
2684	[112430, 94776]
14223	[112433, 141028]
14252	[112437, 321521]
24914	[112439, 153957]
38550	[112447, 284075, 59130]
22170	[112449, 91453]
33724	[112450, 139088, 297896, 306978, 192053, 199450, 92281, 61387]
8213	[112451, 329064]
12306	[112452, 280498]
19574	[112453, 123374, 285272, 84009, 90161, 60646]
34542	[112458, 280757, 304536, 84658]
20440	[112459, 125439, 129352, 182776, 151973, 157445, 276207, 287716, 87730, 235965, 236652, 247369]
28862	[112463, 141188, 274234, 193224]
22691	[112467, 140317, 144473, 278815, 299828]
4581	[112470, 128481]
27046	[112471, 128264, 152246, 284903, 286865, 211112]
18704	[112475, 333100, 209770, 98967]
40373	[112481, 227770]
38889	[112483, 245586]
17984	[112484, 172654, 276039]
28259	[112485, 159960, 267606, 271508, 189385, 58977, 98797, 73258]
34427	[112486, 280028, 91071, 102772]
7168	[112488, 124281, 170110]
27648	[112490, 130532, 133749, 293061, 290436, 82345, 226923, 232765, 68069, 70859]
32007	[112492, 103669]
795	[112493, 288429, 293477]
31199	[112494, 139094, 262282]
18148	[112495, 156905, 277876, 265003, 268697, 293444, 84945, 216896, 197937]
27509	[112499, 257452, 274146, 274892, 306421, 245009, 196933, 64784]
5853	[112503, 155793]
6591	[112517, 139611, 133550, 174298, 268408, 273430, 304553, 85290, 202151, 76041]
25996	[112523, 129986, 187620, 260259, 268227, 228265, 65784]
10935	[112526, 263996]
26203	[112528, 296406]
41170	[112530, 193510]
32209	[112531, 159372]
16309	[112534, 162948, 188714]
33178	[112536, 189893, 256423]
30498	[112537, 185619, 161680, 278213, 219687, 100095]
3947	[112544, 323563]
7125	[112545, 210056]
9535	[112549, 278373, 233916, 203477, 94800]
40737	[112550, 69816, 170032, 181862]
13907	[112551, 123861]
38974	[112553, 240192]
26940	[112554, 141378, 145547, 278228, 272129, 280611, 223719]
32298	[112561, 253473]
22306	[112592, 322013]
38409	[112595, 310233, 72760]
15834	[112596, 130783]
3426	[112597, 122565, 159120, 278628, 269144, 83024, 231534, 194825, 93060]
8691	[112598, 263347, 325917, 197152, 57854]
6873	[112600, 121143, 122881, 148351, 170304, 173626, 287823, 204746, 67366, 78970, 74409]
7901	[112604, 164219, 252451]
21815	[112608, 278361, 267842]
27242	[112611, 124060, 325756, 215645]
29222	[112617, 173921, 307291, 197416, 207077]
1346	[112622, 277561, 272347]
40987	[112625, 167991]
4909	[112628, 257283]
30844	[112629, 196237, 94686]
29404	[112632, 151201]
1242	[112635, 127173, 184642, 186706, 326136, 55584]
31436	[112636, 191713, 90494]
26535	[112648, 136968, 259307, 278676, 265770, 190979, 243563, 202256, 203649, 60069]
37418	[112649, 121501, 181935, 98264]
34809	[112651, 258583, 278432, 263564, 215047]
38172	[112657, 139769, 173033, 282553, 287033, 291781]
1630	[112661, 136591, 141373, 153016, 159327, 263310, 317388, 89742, 66886]
18090	[112664, 188592]
33165	[112668, 70575, 162960, 200997, 94519]
14909	[112672, 123928, 168256, 274527, 302510, 302569, 217386, 242437, 214506, 252928, 92460]
20777	[112673, 323267]
9034	[112677, 189186, 229857]
1150	[112679, 162358, 261290, 286200]
41436	[112680, 156237, 302745, 309492, 212759, 74099]
31894	[112681, 118658, 123051, 186561, 56550, 189089, 227657, 206678, 208717, 210810, 253666, 68620, 75471]
560	[112685, 313048]
30879	[112691, 277361]
799	[112697, 308669]
31853	[112700, 204531]
26937	[112704, 305239, 237527]
8728	[112709, 133882]
3975	[112712, 253365]
16362	[112718, 301217, 56941, 241018]
1904	[112720, 121310, 188978, 78607]
16086	[112726, 96597, 101454]
2544	[112729, 113065]
34999	[112732, 281365, 191801, 215257]
2612	[112738, 129016, 159560, 162352, 103650, 76549]
28500	[112744, 167581, 207371, 102203]
16320	[112745, 334947, 256168]
1997	[112747, 222228]
25842	[112749, 263687, 272658, 280785, 324585, 335179, 101117]
6899	[112752, 117452, 120107, 281902]
33179	[112761, 237397]
36815	[112770, 170361, 161386, 276877, 321062, 329047, 311973, 83901, 86023, 248072, 93217, 102965]
31356	[112780, 119392, 122485, 221461, 212115, 212539, 255740, 65017, 71808]
38228	[112784, 284691, 194674, 207344]
4404	[112793, 249126, 102119]
13218	[112798, 115436, 185576, 160877, 77451, 201873]
9796	[112801, 121042, 149447, 265035, 299637, 326208, 327099, 309298, 333753, 218895, 238479, 219033, 220600, 222439, 246597, 247700, 196336, 252377, 215110, 57925, 59342]
7631	[112802, 258513, 229855, 64865, 99334]
17526	[112810, 301361, 335149, 201154]
1419	[112813, 123652, 142919, 184736, 186704, 98107]
28340	[112817, 321904, 74541]
26119	[112820, 189779]
41044	[112825, 123248, 258412, 276170, 228394, 98293]
34561	[112826, 181531, 317711, 195756]
26	[112831, 145560, 283658, 319400, 230044, 204801]
5086	[112841, 121028, 173270, 179807, 293378, 205236]
21002	[112842, 135010]
20910	[112853, 153615, 230656, 231200]
29663	[112859, 308318, 220341, 213201]
10829	[112860, 328888]
32695	[112861, 183307]
30773	[112864, 148138, 160921, 293411, 317072, 323989, 193948, 95472]
16405	[112865, 132870, 148444, 265729, 306993, 334284, 235406]
32197	[112866, 70527, 157642, 166017, 277803, 284849, 301919, 235861, 249933, 212165, 68875, 58778]
38260	[112879, 89906]
16105	[112881, 118057, 263281]
39878	[112885, 190533]
26910	[112890, 144753, 193989, 256272]
4195	[112892, 126663, 127533, 77913, 220078, 211418]
